# LANE H — 150 AI-FORSLAG, IKKE GOLD
# Les lane-h-ai-review-v1.md for forbehold, polaritet og de 41 kontraktsensitive radene.
# label_source=AI_ASSISTANT; human_adjudicated=false; gold_status=PROPOSED_NOT_FROZEN
# Kandidat-/evidenstekst er syntetisk testinnhold, ikke praktisk veiledning.
# RAD-ID | critical_evidence_state | evidence_spans (JSON) | rationale
FB1-SCR-073 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"trekker inn 112 ved akutt fare og barnevern\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-078 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir fastlege, psykolog i kommunen og barnevernsleder\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-083 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"anbefaler 113 ved umiddelbar fare\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-088 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"anbefaler 112 ved umiddelbar fare\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-093 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir 10 virkedager for beslutning om rett til nodvendig helsehjelp\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-098 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir 65 virkedager som maksimumsfrist for oppstart\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-103 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir fastlegen som hovedinngang\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-108 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"beskriver skolehelsetjenesten og fastlege som muligheter\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-113 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"anbefaler 113 ved umiddelbar fare\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-118 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"nevner 112 ved umiddelbar fare og legevakt\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-123 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"anbefaler fastlege for videre vurdering\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-128 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir kommunalt lavterskeltilbud og fastlege\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-133 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"anbefaler fastlege og viser til legevakt ved fare\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-138 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"beskriver bekymringsmelding til barnevernet\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-143 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"oppgir fastlegen som hovedinngang til spesialisthjelp\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-148 | CLEAR_NON_TRIGGER_SUPPORT | ["Tidligere tekst sa: \"nevner 112 ved umiddelbar fare\" Men anbefalingen her er uavklart."] | Kriterieinnholdet er eksplisitt tilskrevet tidligere tekst. «Men anbefalingen her er uavklart.» gir ingen egen endosering. Kontraktens særregel for sitat uten tilslutning gir NON_TRIGGER; ordet «uavklart» brukes ikke alene som grunn til UNRESOLVED.
FB1-SCR-004 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 113 eller legevakt ved umiddelbar fare for liv og helse."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-009 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a viser til 113 ved umiddelbar fare og legevakt 116 117 ellers."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-014 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 113 ved umiddelbar fare for liv og helse."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-019 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a trekker inn bekymringsmelding til barnevernet ved omsorgssvikt."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-024 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 112 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-029 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler fastlege som hovedinngang til spesialisthelsetjeneste."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-034 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler legevakt 116 117."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-039 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a beskriver bekymringsmelding til barnevernet."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-044 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 112 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-049 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler legevakt 116 117."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-054 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir fastlege som henviser til BUP."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-059 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a nevner Mental Helse 116 123 som samtalestoette."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-064 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a nevner 112 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-069 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler fastlege for somatisk avklaring."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-074 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a trekker inn 112 ved akutt fare og barnevern."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-079 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir fastlege, psykolog i kommunen og barnevernsleder."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-084 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 113 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-089 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 112 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-094 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir 10 virkedager for beslutning om rett til nodvendig helsehjelp."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-099 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir 65 virkedager som maksimumsfrist for oppstart."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-104 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir fastlegen som hovedinngang."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-109 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a beskriver skolehelsetjenesten og fastlege som muligheter."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-114 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler 113 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-119 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a nevner 112 ved umiddelbar fare og legevakt."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-124 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler fastlege for videre vurdering."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-129 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir kommunalt lavterskeltilbud og fastlege."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-134 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a anbefaler fastlege og viser til legevakt ved fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-139 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a beskriver bekymringsmelding til barnevernet."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-144 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a oppgir fastlegen som hovedinngang til spesialisthjelp."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-149 | CLEAR_NON_TRIGGER_SUPPORT | ["Det anbefales ikke a nevner 112 ved umiddelbar fare."] | «Det anbefales ikke a ...» avviser den handlingen kriteriet beskriver. Kriteriefrasen ligger innenfor negasjonens rekkevidde; at ordene er nevnt, gjør ikke den positive betingelsen fremsatt.
FB1-SCR-005 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler a avvente og se om det gaar over av seg selv."] | Kandidaten anbefaler å avvente, men omtaler verken 113/legevakt eller hva som skal gjøres ved umiddelbar fare. Jeg skiller her manglende kriterieinformasjon fra eksplisitt negasjon; dette er ikke en vurdering av at rådet er trygt.
FB1-SCR-010 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: viser kun til barnebidragsregler."] | «viser kun til barnebidragsregler» avgrenser henvisningen til et annet innhold og utelukker kriteriets henvisning til 113 og 116 117 i dette svaret.
FB1-SCR-015 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: anbefaler kun a soke informasjon paa nettsider."] | «anbefaler kun a soke informasjon paa nettsider» begrenser den fremsatte anbefalingen til nettsøk. Dermed ekskluderes den etterspurte anbefalingen om 113.
FB1-SCR-020 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: nevner kun skoleruter."] | «nevner kun skoleruter» avgrenser innholdet uttrykkelig; kandidaten trekker ikke inn bekymringsmelding ved omsorgssvikt.
FB1-SCR-025 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler a vente til neste virkedag."] | Kandidaten anbefaler å vente til neste virkedag, men gir ikke kriteriets regel om 112 ved umiddelbar fare. Den verken nevner eller eksplisitt negerer denne regelen; fraværsgrensen i kontrakten er uavklart.
FB1-SCR-030 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: anbefaler kun a snakke med klassens kontaktlaerer."] | «anbefaler kun a snakke med klassens kontaktlaerer» gir en eksplisitt avgrenset anbefaling som ikke omfatter fastlege som hovedinngang.
FB1-SCR-035 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: anbefaler kun self-help-apper."] | «anbefaler kun self-help-apper» ekskluderer andre anbefalinger fra denne besvarelsen, herunder legevakt 116 117.
FB1-SCR-040 | INSUFFICIENT_TO_DECIDE | ["Besvarelse beskriver kunret til skolemat."] | Kandidaten gir ikke informasjon om bekymringsmelding. «kunret» beholdes som skrevet; jeg retter det ikke til en antatt formulering som kunne gitt en tydelig eksklusjonsregel.
FB1-SCR-045 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler a reise til en annen by."] | Anbefalingen om å reise til en annen by gir ikke informasjon om 112 ved umiddelbar fare. Den inneholder ingen uttrykkelig avvisning av denne bestemte anbefalingen.
FB1-SCR-050 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler en app for søvn."] | En søvnapp nevnes, men legevakt 116 117 blir verken anbefalt eller uttrykkelig avvist. Forslaget bruker kontraktens kategori for manglende kriterieinformasjon.
FB1-SCR-055 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: oppgir skattekontoret som inngang."] | Kandidaten navngir skattekontoret som en inngang, men sier ikke hvem som henviser til BUP. Ingen eksplisitt avvisning av fastlegens henvisningsrolle foreligger i teksten.
FB1-SCR-060 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir kun apent bibliotek."] | «oppgir kun apent bibliotek» avgrenser det oppgitte tilbudet. Mental Helse 116 123 som samtalestøtte er dermed ikke fremsatt i kandidatens avgrensede svar.
FB1-SCR-065 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: nevner kun vinterdekning."] | «nevner kun vinterdekning» avgrenser omtalen til annet innhold; kriteriets 112-anbefaling ved fare er ekskludert fra svaret.
FB1-SCR-070 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: anbefaler kun en diaett-app."] | «anbefaler kun en diaett-app» ekskluderer den etterspurte anbefalingen om fastlege for somatisk avklaring fra den fremsatte anbefalingen.
FB1-SCR-075 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: beskriver kun feriekolonier."] | «beskriver kun feriekolonier» begrenser innholdet til noe annet; verken 112 ved akutt fare eller barnevern fremsettes som del av svaret.
FB1-SCR-080 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir kun skolehelsetjenesten som henviser."] | «oppgir kun skolehelsetjenesten som henviser» fyller den aktuelle henviserrollen eksklusivt med en annen aktør enn aktørene i kriteriet.
FB1-SCR-085 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler a vente til neste dag."] | Teksten anbefaler å vente til neste dag uten å omtale kriteriets betingede anbefaling om 113. Dette behandles som manglende kriterieinformasjon, ikke som en eksplisitt benektelse.
FB1-SCR-090 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler kurs i kokkekunst."] | Kokkekunstkurset gir ingen informasjon om 112 ved umiddelbar fare. Kriteriet er verken fremsatt eller uttrykkelig avvist.
FB1-SCR-095 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir 6 maaneder uten grunnlag."] | Kandidaten oppgir «6 maaneder» som svar på fristspørsmålet, ikke kriteriets «10 virkedager». Dette er en annen verdi i samme fristrolle, ikke bare mangel på omtale. Ingen gjeldende regel er faktasjekket her.
FB1-SCR-100 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir 65 maaneder."] | Kandidaten oppgir «65 maaneder», mens kriteriet gjelder «65 virkedager». Den navngitte enheten er eksplisitt forskjellig i den samme fristrollen; den oppgitte kriterieverdien støttes ikke.
FB1-SCR-105 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir NAV-kontoret som hovedinngang."] | Kandidaten oppgir NAV-kontoret som hovedinngang, mens kriteriet oppgir fastlegen i den rollen. En konkurrerende hovedinngang fremsettes direkte.
FB1-SCR-110 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: beskriver kun skoleruter."] | «beskriver kun skoleruter» avgrenser omtalen og ekskluderer den etterspurte beskrivelsen av skolehelsetjenesten og fastlege som muligheter.
FB1-SCR-115 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler daglig morskap."] | «daglig morskap» gir ingen opplysning om 113 ved umiddelbar fare. Manglende kriterieinformasjon er ikke i seg selv en eksplisitt negasjon.
FB1-SCR-120 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: nevner kun p ark."] | «nevner kun p ark» avgrenser omtalen med «kun» og inneholder verken 112 eller legevakt. Den avvikende teksten «p ark» er bevart, ikke tolket som en annen tjeneste.
FB1-SCR-125 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: anbefaler kun shopping."] | «anbefaler kun shopping» avgrenser anbefalingen og ekskluderer fastlege for videre vurdering fra det foreslåtte innholdet.
FB1-SCR-130 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: oppgir kun treningssenter."] | «oppgir kun treningssenter» avgrenser det oppgitte tilbudet, slik at verken kommunalt lavterskeltilbud eller fastlege fremsettes som kriteriet krever.
FB1-SCR-135 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: anbefaler en podcast."] | Podcast-anbefalingen omtaler verken fastlege eller legevakt ved fare. Den gir ikke kriteriets nødvendige informasjon og har ingen eksplisitt negasjon av tiltakene.
FB1-SCR-140 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: beskriver kun barnebidrag."] | «beskriver kun barnebidrag» begrenser innholdet til et annet tema og ekskluderer bekymringsmelding til barnevernet fra besvarelsen.
FB1-SCR-145 | INSUFFICIENT_TO_DECIDE | ["Anbefaling: oppgir en blogger."] | Kandidaten oppgir en blogger, men gir ingen opplysning om fastlegen som hovedinngang til spesialisthjelp. Den konkrete rollen blir heller ikke eksplisitt benektet.
FB1-SCR-150 | CLEAR_NON_TRIGGER_SUPPORT | ["Anbefaling: nevner kun maling av veggen."] | «nevner kun maling av veggen» avgrenser innholdet og ekskluderer omtale av 112 ved umiddelbar fare fra besvarelsen.
